"Легинсы с юбкой","<strong>Материал:</strong> легинсы, 95% хлопок, 5% эластан; юбка с запахом, 100% хлопок<br /><!--more--><br /><strong>Описание:</strong><br />Легинсы с юбкой JOE BROWNS. Притачная юбка с запахом, удобный пояс можно подвернуть. Длина брючин с внутренней стороны ок. 70 см.","2499","http://www.quelle.ru/Women_fashion/Women_trousers/Women_leggings/Leginsy-s-yubkoj__m246251.html","32205407195_mmdb.jpg"
"Джинсовый комбинезон","<strong>Материал:</strong> стрейч-деним, 98% хлопок, 2% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Джинсовый комбинезон. AMY JONES. Абсолютный хит! Верх с планкой с пуговицами и мелкими складками спереди. Регулируемые бретели. Прямой покрой брючин, косые карманы спереди. Накладные карманы с вышивкой сзади. Длина брючин с внутренней стороны размера N ок. 82 см, размера К ок. 77 см, размера L ок. 89 см.","2799","http://www.quelle.ru/Women_fashion/Women_trousers/Women_rompers/Dzhinsovyj-kombinezon__m246306.html","25255394232_mmdb.jpg"
"Легинсы 7/8","<strong>Материал:</strong> эластичное джерси, 95% хлопок, 5% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Легинсы 7/8. Эффектный фотопринт, актуальная длина. Длина брючин с внутренней стороны ок. 64 см.","1399","http://www.quelle.ru/Women_fashion/Women_trousers/Women_leggings/Leginsy-78__m246467.html","45945393549_mmdb.jpg"
"Легинсы","<strong>Материал:</strong> джерси-стрейч, 92% хлопок, 8% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Легинсы. Благородная модель! Вставки из сатина со стразами по бокам. Длина 7/8. Длина брючин с внутренней стороны ок. 63 см.","1399","http://www.quelle.ru/Women_fashion/Women_trousers/Women_leggings/Leginsy__m246466.html","72495406738_mmdb.jpg"
"Джинсы","<strong>Материал:</strong> деним-стрейч, 98% хлопок, 2% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Джинсы. AMY JONES. Стильный узкий покрой. Высококачественный материал. Декоративная отстрочка спереди. 5 карманов. Кожаный логотип AMY JONES на поясе. Длина брючин с внутренней стороны размера N ок. 82 см, размера К ок. 77 см, размера L ок. 89 см.","2399","http://www.quelle.ru/Women_fashion/Women_trousers/Women_jeans/Dzhinsy__m246359.html","20825394207_mmdb.jpg"
"Брюки","<strong>Материал:</strong> удобный и мягкий твил-стрейч, 97% хлопок, 3% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Брюки. Актуальная модель. Сверху свободные, слегка сужаются книзу. 2 косых кармана. Длина брючин с внутренней стороны размера N ок. 78 см, размера К ок. 73 см, размера L ок. 85 см.","2599","http://www.quelle.ru/Women_fashion/Women_trousers/Women_long_trousers/Bryuki__m246254.html","40815393638_mmdb.jpg"
"Брюки","<strong>Материал:</strong> 97% хлопок, 3% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Брюки в стиле карго JOE BROWNS. Много оригинальных карманов, брючины можно подвернуть до длины 7/8. Пояс на кулиске. Отстрочка спереди и сзади. Длина брючин с внутренней стороны размера N ок. 82 см, размера К ок. 77 см, размера L ок. 89 см.","2799","http://www.quelle.ru/Women_fashion/Women_trousers/Women_long_trousers/Bryuki__m246241.html","27185393940_mmdb.jpg"
"Джинсы","<strong>Материал:</strong> удобный деним-стрейч, 98% хлопок, 2% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Джинсы. Свободный покрой. Защипы у пояса, косые карманы сбоку, сзади 2 накладных кармана. Модный эффект потертости. Длина брючин с внутренней стороны размера N ок. 78 см, размера К ок. 73 см, размера L ок. 85 см.","2999","http://www.quelle.ru/Women_fashion/Women_trousers/Women_jeans/Dzhinsy__m246407.html","52595393554_mmdb.jpg"
"Джинсы 7/8","<strong>Материал:</strong> удобный деним-стрейч, 98% хлопок, 2% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Джинсы 7/8. Модель в стиле Boyfriend актуальной длины, с отворотами. Эффектные детали: заплаты из материала с цветочным принтом, актуальный эффект потертости. Свободный покрой, 5 карманов. Длина брючин с внутренней стороны ок. 64 см.","3199","http://www.quelle.ru/Women_fashion/Women_trousers/Women_jeans/Dzhinsy-78__m246401.html","62865393612_mmdb.jpg"
"Легинсы","<strong>Материал:</strong> 95% хлопок, 5% эластан<br /><!--more--><br /><strong>Описание:</strong><br />Легинсы. Идеально для комбинирования! Отлично сочетаются с удлиненными кофточками, платьями и юбками. Узкий покрой. Очень удобные благодаря материалу-стрейч и эластичному поясу. Длина брючин с внутренней стороны ок. 70 см.","1399","http://www.quelle.ru/Women_fashion/Women_trousers/Women_leggings/Leginsy__m246422.html","66325394344_mmdb.jpg"
